unità di misura,Nazione,Anno,Totale
THS_T,Finlandia,2016,44474.87
THS_T,Finlandia,2017,44060.8
THS_T,Finlandia,2018,54204.11
THS_T,Finlandia,2019,46063.14
THS_T,Finlandia,2020,38709.26
THS_T,Finlandia,2021,48342.66
THS_T,Francia,2010,466103.92
THS_T,Francia,2011,439246.79
THS_T,Francia,2012,436668.23
THS_T,Francia,2013,437550.34
THS_T,Francia,2014,409940.55
THS_T,Francia,2015,417482.93
THS_T,Francia,2016,426178.86
THS_T,Francia,2017,438358.34
THS_T,Francia,2018,420714.38
THS_T,Francia,2019,412832.62
THS_T,Francia,2020,370706.8
THS_T,Francia,2021,397745.3
THS_T,Croazia,2010,21283.43
THS_T,Croazia,2011,22250.53
THS_T,Croazia,2012,20932.23
THS_T,Croazia,2013,18742.36
THS_T,Croazia,2014,18151.1
THS_T,Croazia,2015,18912.65
THS_T,Croazia,2016,19125.45
THS_T,Croazia,2017,20813.57
THS_T,Croazia,2018,19097.16
THS_T,Croazia,2019,19063.55
THS_T,Croazia,2020,18240.03
THS_T,Croazia,2021,18644.05
THS_T,Ungheria,2010,61701.81
THS_T,Ungheria,2011,60689.22
THS_T,Ungheria,2012,56792.63
THS_T,Ungheria,2013,54588.35
THS_T,Ungheria,2014,53890.69
THS_T,Ungheria,2015,56513.4
THS_T,Ungheria,2016,58134.73
THS_T,Ungheria,2017,59707.64
THS_T,Ungheria,2018,60222.04
THS_T,Ungheria,2019,59383.73
THS_T,Ungheria,2020,55855.77
THS_T,Ungheria,2021,57020.46
THS_T,Irlanda,2010,70087.95
THS_T,Irlanda,2011,65029.05
THS_T,Irlanda,2012,65426.14
THS_T,Irlanda,2013,66001.27
THS_T,Irlanda,2014,65047.68
THS_T,Irlanda,2015,67983.44
THS_T,Irlanda,2016,69041.82
THS_T,Irlanda,2017,70863.39
THS_T,Irlanda,2018,69998.09
THS_T,Irlanda,2019,67822.11
THS_T,Irlanda,2020,66098.75
THS_T,Irlanda,2021,69448.12
THS_T,Islanda,2010,14502.74
THS_T,Islanda,2011,14261.85
THS_T,Islanda,2012,14250.21
THS_T,Islanda,2013,14244.4
THS_T,Islanda,2014,14216.89
THS_T,Islanda,2015,14278.81
THS_T,Islanda,2016,14192.31
THS_T,Islanda,2017,14236.37
THS_T,Islanda,2018,14280.49
THS_T,Islanda,2019,14134.59
THS_T,Islanda,2020,13942.2
THS_T,Islanda,2021,14060.42
THS_T,Italia,2010,481781.11
THS_T,Italia,2011,476476.16
THS_T,Italia,2012,467036.0
THS_T,Italia,2013,415242.38
THS_T,Italia,2014,393484.62
THS_T,Italia,2015,401771.67
THS_T,Italia,2016,399801.31
THS_T,Italia,2017,414043.41
THS_T,Italia,2018,388460.25
THS_T,Italia,2019,380439.16
THS_T,Italia,2020,352425.15
THS_T,Italia,2021,390118.28
THS_T,Lituania,2010,10408.59
THS_T,Lituania,2011,10572.34
THS_T,Lituania,2012,10923.4
THS_T,Lituania,2013,10401.3
THS_T,Lituania,2014,11103.57
THS_T,Lituania,2015,12236.63
THS_T,Lituania,2016,13120.49
THS_T,Lituania,2017,13829.37
THS_T,Lituania,2018,14468.46
THS_T,Lituania,2019,14403.65
THS_T,Lituania,2020,13567.43
THS_T,Lituania,2021,14200.88
THS_T,Lussemburgo,2010,11953.65
THS_T,Lussemburgo,2011,11742.31
THS_T,Lussemburgo,2012,11435.98
THS_T,Lussemburgo,2013,10767.47
THS_T,Lussemburgo,2014,10362.84
THS_T,Lussemburgo,2015,9944.67
THS_T,Lussemburgo,2016,9609.5
THS_T,Lussemburgo,2017,9880.3
THS_T,Lussemburgo,2018,10322.12
THS_T,Lussemburgo,2019,10376.4
THS_T,Lussemburgo,2020,8582.25
THS_T,Lussemburgo,2021,8785.38
THS_T,Lettonia,2010,9845.22
THS_T,Lettonia,2011,8648.16
THS_T,Lettonia,2012,7108.17
THS_T,Lettonia,2013,8314.93
THS_T,Lettonia,2014,12137.32
THS_T,Lettonia,2015,10920.71
THS_T,Lettonia,2016,9099.7
THS_T,Lettonia,2017,7685.57
THS_T,Lettonia,2018,10669.83
THS_T,Lettonia,2019,8851.64
THS_T,Lettonia,2020,11297.74
THS_T,Lettonia,2021,13132.57
THS_T,Malta,2010,2973.53
THS_T,Malta,2011,2959.09
THS_T,Malta,2012,3124.49
THS_T,Malta,2013,2797.55
THS_T,Malta,2014,2803.03
THS_T,Malta,2015,2125.35
THS_T,Malta,2016,1843.16
THS_T,Malta,2017,2029.44
THS_T,Malta,2018,2038.21
THS_T,Malta,2019,2155.64
THS_T,Malta,2020,2120.14
THS_T,Malta,2021,2134.26
THS_T,Olanda,2010,219790.25
THS_T,Olanda,2011,206031.28
THS_T,Olanda,2012,201999.75
THS_T,Olanda,2013,201224.69
THS_T,Olanda,2014,192931.27
THS_T,Olanda,2015,199875.96
THS_T,Olanda,2016,200218.62
THS_T,Olanda,2017,196536.79
THS_T,Olanda,2018,191382.06
THS_T,Olanda,2019,185543.89
THS_T,Olanda,2020,168929.49
THS_T,Olanda,2021,171968.84
THS_T,Norvegia,2010,31398.63
THS_T,Norvegia,2011,29119.08
THS_T,Norvegia,2012,32258.65
THS_T,Norvegia,2013,31975.5
THS_T,Norvegia,2014,36040.26
THS_T,Norvegia,2015,41308.21
THS_T,Norvegia,2016,40445.66
THS_T,Norvegia,2017,40531.89
THS_T,Norvegia,2018,39718.7
THS_T,Norvegia,2019,35929.72
THS_T,Norvegia,2020,30324.93
THS_T,Norvegia,2021,33661.54
THS_T,Polonia,2010,374842.53
THS_T,Polonia,2011,367971.02
THS_T,Polonia,2012,359642.9
THS_T,Polonia,2013,353384.03
THS_T,Polonia,2014,348084.17
THS_T,Polonia,2015,354798.06
THS_T,Polonia,2016,358464.02
THS_T,Polonia,2017,372154.7
THS_T,Polonia,2018,372746.17
THS_T,Polonia,2019,368576.14
THS_T,Polonia,2020,352937.1
THS_T,Polonia,2021,379842.88
THS_T,Portogallo,2010,63133.55
THS_T,Portogallo,2011,65167.23
THS_T,Portogallo,2012,65053.74
THS_T,Portogallo,2013,64284.44
THS_T,Portogallo,2014,59065.26
THS_T,Portogallo,2015,64540.4
THS_T,Portogallo,2016,67537.38
THS_T,Portogallo,2017,93017.64
THS_T,Portogallo,2018,64391.84
THS_T,Portogallo,2019,59760.85
THS_T,Portogallo,2020,53442.8
THS_T,Portogallo,2021,50502.78
THS_T,Romania,2010,89434.38
THS_T,Romania,2011,95363.4
THS_T,Romania,2012,90781.77
THS_T,Romania,2013,78752.75
THS_T,Romania,2014,67009.77
THS_T,Romania,2015,66802.03
THS_T,Romania,2016,62748.75
THS_T,Romania,2017,67825.97
THS_T,Romania,2018,71029.08
THS_T,Romania,2019,67540.15
THS_T,Romania,2020,61629.28
THS_T,Romania,2021,66144.73
THS_T,Svezia,2010,14087.65
THS_T,Svezia,2011,8844.01
THS_T,Svezia,2012,5856.79
THS_T,Svezia,2013,6017.48
THS_T,Svezia,2014,5804.53
THS_T,Svezia,2015,7145.3
THS_T,Svezia,2016,8252.0
THS_T,Svezia,2017,13772.65
THS_T,Svezia,2018,16333.48
THS_T,Svezia,2019,12351.6
THS_T,Svezia,2020,4927.41
THS_T,Svezia,2021,6105.87
THS_T,Slovenia,2010,12631.15
THS_T,Slovenia,2011,12648.31
THS_T,Slovenia,2012,12076.27
THS_T,Slovenia,2013,13074.68
THS_T,Slovenia,2014,17435.15
THS_T,Slovenia,2015,17720.91
THS_T,Slovenia,2016,18746.76
THS_T,Slovenia,2017,18819.9
THS_T,Slovenia,2018,18735.36
THS_T,Slovenia,2019,13860.01
THS_T,Slovenia,2020,12832.05
THS_T,Slovenia,2021,13000.72
THS_T,Slovacchia,2010,40603.09
THS_T,Slovacchia,2011,39333.86
THS_T,Slovacchia,2012,35836.6
THS_T,Slovacchia,2013,34746.55
THS_T,Slovacchia,2014,34957.29
THS_T,Slovacchia,2015,35170.09
THS_T,Slovacchia,2016,35542.12
THS_T,Slovacchia,2017,36742.07
THS_T,Slovacchia,2018,37578.11
THS_T,Slovacchia,2019,34486.23
THS_T,Slovacchia,2020,29538.43
THS_T,Slovacchia,2021,33612.33
