Unità di misura,Nazione,Anno,Totale
KTOE,EU27_2020,2018,1440316.059
KTOE,EU27_2020,2019,1416505.525
KTOE,EU27_2020,2020,1322054.078
KTOE,EU27_2020,2021,1400169.997
KTOE,Finlandia,2010,36250.333
KTOE,Finlandia,2011,34795.937
KTOE,Finlandia,2012,33555.392
KTOE,Finlandia,2013,32985.287
KTOE,Finlandia,2014,33720.799
KTOE,Finlandia,2015,32022.519
KTOE,Finlandia,2016,33221.313
KTOE,Finlandia,2017,33574.369
KTOE,Finlandia,2018,34131.262
KTOE,Finlandia,2019,33369.707
KTOE,Finlandia,2020,31840.907
KTOE,Finlandia,2021,33438.361
KTOE,Francia,2010,264200.164
KTOE,Francia,2011,258908.863
KTOE,Francia,2012,259170.575
KTOE,Francia,2013,260588.51
KTOE,Francia,2014,250321.338
KTOE,Francia,2015,254321.801
KTOE,Francia,2016,249864.859
KTOE,Francia,2017,249861.073
KTOE,Francia,2018,248404.614
KTOE,Francia,2019,245199.194
KTOE,Francia,2020,220776.025
KTOE,Francia,2021,239135.783
KTOE,Georgia,2013,4159.633
KTOE,Georgia,2014,4440.201
KTOE,Georgia,2015,4690.718
KTOE,Georgia,2016,4847.596
KTOE,Georgia,2017,4894.047
KTOE,Georgia,2018,4851.522
KTOE,Georgia,2019,5101.024
KTOE,Georgia,2020,4941.465
KTOE,Georgia,2021,5288.346
KTOE,Croazia,2010,9372.252
KTOE,Croazia,2011,9156.651
KTOE,Croazia,2012,8614.754
KTOE,Croazia,2013,8434.858
KTOE,Croazia,2014,8030.511
KTOE,Croazia,2015,8387.91
KTOE,Croazia,2016,8454.603
KTOE,Croazia,2017,8734.018
KTOE,Croazia,2018,8491.654
KTOE,Croazia,2019,8589.513
KTOE,Croazia,2020,8248.778
KTOE,Croazia,2021,8596.096
KTOE,Ungheria,2010,26362.697
KTOE,Ungheria,2011,25829.901
KTOE,Ungheria,2012,24604.502
KTOE,Ungheria,2013,23757.412
KTOE,Ungheria,2014,23652.512
KTOE,Ungheria,2015,25028.528
KTOE,Ungheria,2016,25327.38
KTOE,Ungheria,2017,26432.948
KTOE,Ungheria,2018,26428.293
KTOE,Ungheria,2019,26426.11
KTOE,Ungheria,2020,26038.115
KTOE,Ungheria,2021,27257.983
KTOE,Irlanda,2010,14322.257
KTOE,Irlanda,2011,13180.657
KTOE,Irlanda,2012,13439.467
KTOE,Irlanda,2013,12779.63
KTOE,Irlanda,2014,12774.648
KTOE,Irlanda,2015,13404.742
KTOE,Irlanda,2016,14131.484
KTOE,Irlanda,2017,13627.821
KTOE,Irlanda,2018,13809.914
KTOE,Irlanda,2019,13876.898
KTOE,Irlanda,2020,13356.923
KTOE,Irlanda,2021,13859.12
KTOE,Islanda,2010,5418.214
KTOE,Islanda,2011,5796.473
KTOE,Islanda,2012,5658.035
KTOE,Islanda,2013,5900.127
KTOE,Islanda,2014,5880.121
KTOE,Islanda,2015,5598.487
KTOE,Islanda,2016,5301.07
KTOE,Islanda,2017,5580.871
KTOE,Islanda,2018,6137.121
KTOE,Islanda,2019,6017.862
KTOE,Islanda,2020,5896.639
KTOE,Islanda,2021,5911.93
KTOE,Italia,2010,173677.121
KTOE,Italia,2011,167942.217
KTOE,Italia,2012,161340.359
KTOE,Italia,2013,155390.152
KTOE,Italia,2014,146769.878
KTOE,Italia,2015,152563.263
KTOE,Italia,2016,150981.786
KTOE,Italia,2017,156093.486
KTOE,Italia,2018,153154.765
KTOE,Italia,2019,151464.153
KTOE,Italia,2020,140100.485
KTOE,Italia,2021,152170.863
KTOE,Lituania,2010,7033.141
KTOE,Lituania,2011,7290.526
KTOE,Lituania,2012,7355.708
KTOE,Lituania,2013,6946.511
KTOE,Lituania,2014,6982.737
KTOE,Lituania,2015,7102.764
KTOE,Lituania,2016,7260.136
KTOE,Lituania,2017,7587.93
KTOE,Lituania,2018,7707.013
KTOE,Lituania,2019,7678.847
KTOE,Lituania,2020,7578.481
KTOE,Lituania,2021,7886.226
KTOE,Lussemburgo,2010,4212.94
KTOE,Lussemburgo,2011,4166.321
KTOE,Lussemburgo,2012,4088.563
KTOE,Lussemburgo,2013,3966.254
KTOE,Lussemburgo,2014,3816.042
KTOE,Lussemburgo,2015,3720.585
KTOE,Lussemburgo,2016,3682.673
KTOE,Lussemburgo,2017,3756.18
KTOE,Lussemburgo,2018,3890.878
KTOE,Lussemburgo,2019,3945.155
KTOE,Lussemburgo,2020,3421.989
KTOE,Lussemburgo,2021,3602.75
KTOE,Lettonia,2010,4511.793
KTOE,Lettonia,2011,4259.457
KTOE,Lettonia,2012,4419.055
KTOE,Lettonia,2013,4343.138
KTOE,Lettonia,2014,4342.844
KTOE,Lettonia,2015,4272.07
KTOE,Lettonia,2016,4269.072
KTOE,Lettonia,2017,4411.164
